cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason,human_review
CQ219,Finance,189,"should report its findings directly to the management body before a decision is taken""",What action is required of the risk management function regarding reporting findings on material changes?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a specified role, action, and object, which can be represented using the provided CCO classes and properties.",Yes
CQ220,Finance,190,"The RMF should evaluate how risks identified could affect the institution’s or group’s ability to manage its risk profile...""",Which obligation requires the risk management function to evaluate how identified risks affect the institution’s ability to manage its risk profile under adverse circumstances?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (Obligation) assigned to a role (appliesToRole) with a specific action (hasAction), all of which are representable using CCO elements.",Yes
CQ222,Finance,192,"The RMF should ensure that identification and assessment are not based only on quantitative information or model outputs, but also take into account qualitative approaches""",Which obligation requires the risk management function to use both qualitative and quantitative approaches in risk assessment?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation directed at a role (RMF) with a specific action (using both qualitative and quantitative approaches in risk assessment), which can be represented using CCO's Obligation, appliesToRole, and hasAction properties.",Yes
CQ224,Finance,193,"The RMF should ensure that transactions with related parties are reviewed and that the risks they pose for the institution are identified and adequately assessed""",Which obligation requires the risk management function to review transactions with related parties?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a specified role (risk management function) and an action (review transactions), which can be represented using CCO classes and properties.",Yes
CQ226,Finance,195,"The RMF should regularly monitor the actual risk profile of the institution and scrutinise it against the institution’s strategic goals and risk appetite""",Which obligation requires the risk management function to monitor the actual risk profile against strategic goals and risk appetite?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (""should"") with a specified action (""monitor... and scrutinise"") and applies to a role (""risk management function""), all of which can be represented using CCO classes and properties.",Yes
CQ228,Finance,196,"regularly review actual risk outcomes against previous estimates (i.e. back testing) to assess and improve the accuracy and effectiveness of the risk management process""",Which obligation requires the risk management function to perform back testing of risk estimates?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (""risk management function"") and action (""perform back testing""), which can be represented using cco:Obligation, cco:appliesToRole, and cco:hasAction in CCO.",Yes
CQ236,Finance,200,"The head of the RMF should be responsible for providing comprehensive and understandable information on risks and advising the management body""",Which obligation requires the head of the risk management function to provide comprehensive information on risks to the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (using ""should be responsible for"") that applies to a specific role (""head of the RMF"") and specifies an action (""providing comprehensive and understandable information on risks and advising the management body""), all of which can be represented using CCO classes and properties.",Yes
CQ238,Finance,228,"In order to establish a sound business continuity management plan, an institution should carefully analyse risk factors...""",Which regulation specifies an obligation for institutions to establish a business continuity management plan?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for institutions (covered by cco:Agent and cco:Role) to perform an action (establish a business continuity management plan, covered by cco:Action and cco:Resource), which can be represented using the specified CCO classes and properties.",Yes
CQ245,Finance,230,"Contingency, business continuity and recovery plans should be documented and carefully implemented.""",What type of norm requires institutions to document contingency and recovery plans?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for institutions to perform the action of documenting and implementing plans, which can be represented using cco:Obligation and cco:hasAction with generic CCO classes.",Yes
CQ252,Finance,230,"Plans should be regularly tested and updated."" (as part of the broader regulatory framework)",Which regulation has a validity start date corresponding to its entry into force?,"cco:Regulation, cco:hasValidityStart",deepseek-ai/DeepSeek-V3.1,Yes,"The clause can be represented as a cco:Norm (specifically an cco:Obligation) with cco:hasAction, and it is part of a cco:Regulation that has a cco:hasValidityStart date, allowing the question to be answered using CCO.",No
CQ005,Healthcare,Article 1,"inspection means the examination, by the competent authority or under its supervision, of areas, baggage, containers, conveyances...""",Which role is required to perform the action of inspection according to a norm specified in the regulation?,"cco:Norm, cco:Role, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause specifies a deontic structure involving a role (""competent authority"") and an action (""inspection""), which can be represented using CCO classes and properties like cco:appliesToRole and cco:hasAction.",No
CQ006,Healthcare,Article 1,"isolation means separation of ill or contaminated persons or affected baggage, containers, conveyances, goods or postal parcels from others...""",What resource is the object of a norm that mandates isolation as an action?,"cco:Norm, cco:Resource, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,No,"The excerpt is purely definitional and contains no explicit deontic statement (obligation, permission, or prohibition) that would constitute a norm in CCO.",No
CQ012,Healthcare,Article 1,"affected means persons, baggage, cargo, containers, conveyances, goods, postal parcels or human remains that are infected or contaminated...""",What exception modifies a prohibition that restricts movement of affected cargo?,"cco:Exception, cco:Prohibition, cco:hasCondition, cco:hasException, cco:modifiesNorm",deepseek-ai/DeepSeek-V3.1,No,The provided clause is purely definitional and contains no deontic statement or exception structure modifying a prohibition.,No
CQ028,Healthcare,Article 5.3,"WHO shall assist States Parties, upon request, to develop, strengthen and maintain the core capacities referred to in paragraph 1 of this Article.""",What obligation does WHO have regarding assistance to States Parties in developing core capacities?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (WHO), an action (assist), a target (States Parties), and a condition (upon request), all representable using CCO classes and properties.",Yes
CQ035,Healthcare,Article 9.1,"WHO may take into account reports from sources other than notifications or consultations and shall assess these reports according to established epidemiological principles...""",What obligation does WHO have regarding the assessment of reports from sources other than notifications or consultations?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (""shall assess"") that can be represented using cco:Obligation with cco:hasAction, and the other elements (WHO as Agent, reports as Resource) are covered by generic CCO classes.",Yes
CQ037,Healthcare,Article 10.1,"WHO shall request, in accordance with Article 9, verification from a State Party of reports from sources other than notifications or consultations...""",What obligation does WHO have to request verification from a State Party regarding reports from non-notification sources?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""request verification"") and can be represented using CCO classes and properties, including cco:Obligation, cco:hasAction, and appropriate role and resource mappings.",Yes
CQ038,Healthcare,Article 10.2,"each State Party, when requested by WHO, shall verify and provide: (a) within 24 hours, an initial reply to, or acknowledgement of, the request from WHO...""",What obligation does a State Party have when requested by WHO to verify a report under Article 10?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""verify and provide"") and a condition (""when requested by WHO""), which can be represented using CCO classes and properties.",Yes
CQ039,Healthcare,Article 10.3,"WHO shall offer to collaborate with the State Party concerned in assessing the potential for international disease spread, possible interference with international traffic...""",What obligation does WHO have to offer collaboration with a State Party in assessing a potential public health emergency?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""offer to collaborate"") that can be represented using cco:Obligation and cco:hasAction, and the involved agents (WHO as Organisation and State Party as Role) are covered by generic CCO classes.",Yes
CQ040,Healthcare,Article 10.4,"when justified by the magnitude of the public health risk, WHO should share with other States Parties the information about the event available to it...""",Under what condition should WHO share information with other States Parties if a State Party does not accept collaboration?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an explicit condition, which can be represented using cco:Obligation, cco:Condition, cco:appliesUnder, and cco:hasConditionExpression in CCO.",Yes
CQ046,Healthcare,"Article 12, paragraph 2","the Director-General shall consult with the State(s) Party(ies) in whose territory(ies) the event is occurring...""",Which regulation specifies an obligation for the Director-General to consult with the State Party when a public health event is occurring?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role, action, and condition, all representable using CCO's generic classes and properties.",Yes
CQ054,Healthcare,"Article 13, paragraph 2","the State Party that has obtained an extension shall report annually to WHO on progress made...""",Are State Parties required to report annually on progress after receiving an extension for core capacity implementation?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for State Parties to perform an annual reporting action, which can be represented using cco:Obligation and cco:hasAction, with generic CCO classes covering the actors and resources involved.",Yes
CQ058,Healthcare,"Article 13, paragraph 6","WHO shall provide appropriate guidance and assistance to other States Parties affected or threatened...""",What assistance must WHO provide to other affected or threatened States Parties during a public health emergency?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (WHO providing guidance and assistance) with an applicable role (States Parties) and an action (provide), all representable using CCO classes and properties.",Yes
CQ069,Healthcare,Article 17,"the Director-General shall consider: (a) the views of the States Parties directly concerned; (b) the advice of the Emergency Committee...""",What criteria must the Director-General consider when issuing temporary or standing recommendations?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on the Director-General (a role) to consider specific criteria (conditions), which can be represented using CCO's Obligation, appliesUnder, and hasConditionExpression properties with generic class mappings.",Yes
CQ074,Healthcare,Article 20.1,"States Parties shall designate the airports and ports that shall develop the core capacities provided in Part B of Annex 1""",What obligation do States Parties have regarding the designation of airports and ports for core capacity development?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an action (designate airports and ports) and applies to a role (States Parties), which can be represented using the provided CCO classes and properties.",Yes
CQ100,Healthcare,Article 24.1(b),"inform travellers of the health measures recommended by WHO and adopted by the State Party, including for application on board...""",What obligation do States Parties have to inform travellers about health measures on conveyances?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for States Parties (a role) to perform the action of informing travellers, which can be represented using CCO's classes and properties.",Yes
CQ104,Healthcare,Article 25(c),"an aircraft in transit at an airport within its jurisdiction, except that the aircraft may be restricted to a particular area... with no embarking and disembarking""",Under what conditions may an aircraft in transit be restricted at an airport?,"cco:Condition, cco:Permission, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission with an explicit condition and exception structure that can be represented using CCO classes and properties, including Permission, Condition, and appliesUnder.",Yes
CQ105,Healthcare,Article 26,"no health measure shall be applied to a civilian lorry, train or coach not coming from an affected area which passes through a territory without embarking...""","Under what conditions shall no health measure be applied to civilian lorries, trains, or coaches in transit?","cco:Condition, cco:Prohibition, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a prohibition with an explicit condition that can be represented using CCO's Prohibition, Condition, and appliesUnder properties.",Yes
CQ112,Healthcare,Article 28.1,"the ship or aircraft may be ordered to proceed at its own risk to the nearest suitable point of entry available to it""",What obligation applies to ships or aircraft arriving at a point of entry that is not equipped for health measures?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text can be represented using CCO by mapping ""ship or aircraft"" to Resource, ""ordered to proceed"" as an Obligation with an Action, and the arrival condition via appliesUnder and hasConditionExpression.",Yes
CQ113,Healthcare,Article 28.2,"if a source of infection or contamination is found on board, the carrying out of necessary disinfection, decontamination, disinsection or deratting...""",Under what condition may a State Party refuse free pratique to a ship or aircraft?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a condition (""if a source of infection or contamination is found on board"") that can be represented using cco:Condition and cco:appliesUnder, and the deontic permission implied by ""may"" can be captured with cco:Permission as a subclass of Norm.",Yes
CQ121,Healthcare,Article 28.6,"He or she shall inform the competent authority as early as possible concerning any measures taken pursuant to this paragraph""",What obligation applies to the officer or pilot in command after taking emergency measures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (""officer or pilot in command""), an action (""inform the competent authority""), and can be represented using CCO classes and properties.",Yes
CQ140,Healthcare,Article 37.1,"The master of a ship, before arrival at its first port of call in the territory of a State Party, shall ascertain the state of health on board...""",Which obligation applies to the master of a ship regarding the submission of a Ship Declaration of Health upon arrival at a port in a State Party?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (master of a ship), an action (ascertain the state of health), and an implied resource (Ship Declaration of Health), all representable using CCO classes and properties.",Yes
CQ145,Healthcare,Article 37.1,"the master shall... deliver... a Ship Declaration of Health, which shall be countersigned by the ship's surgeon, if one is carried""",Who is responsible for countersigning the Ship Declaration of Health if a ship carries a surgeon?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a role-based applicability and an action, which can be represented using CCO classes and properties as specified.",Yes
CQ158,Healthcare,Article 39.1,"This period may be extended by one month if the inspection or control measures required cannot be accomplished at the port""",Under what condition can the validity of a Ship Sanitation Certificate be extended?,"cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit exception structure that modifies a norm under a specific condition, which can be represented using the provided CCO elements.",Yes
CQ166,Healthcare,Article 40.1(b),"any vaccination or other prophylaxis provided to a traveller on arrival that is not a published requirement or is a requirement published less than 10 days prior...""",Under what condition may a State Party charge for vaccinations provided to travellers?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a condition for a prohibition on charging for vaccinations, which can be represented using CCO's Condition class with hasConditionExpression for the text and appliesUnder to link it to the norm.",Yes
CQ176,Healthcare,Article 43.3,"significant interference generally means refusal of entry or departure... or their delay, for more than 24 hours""",What constitutes significant interference with international traffic under Article 43.3?,"cco:ConditionExpression, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,"The clause defines a condition (""refusal of entry or departure... or their delay, for more than 24 hours"") that can be represented using the CCO class `Condition` and its `hasConditionExpression` property to capture the text, which is then linked to a norm via `appliesUnder`.",No
CQ183,Healthcare,"Article 13, paragraph 2 ter (b)","identify and enable access to financial resources... necessary to equitably address the needs and priorities of developing countries...""",What action must States Parties take to enable access to financial resources for developing countries under the IHR?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""identify and enable access"") and an object (""financial resources""), which can be represented using CCO classes and properties.",Yes
CQ195,Healthcare,"Article 45, paragraph 2 (a)-(d)","personal data are: (a) processed fairly and lawfully... (d) not kept longer than necessary""",What conditions apply to the processing of personal data when essential for public health risk management?,"cco:ConditionExpression, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,The clause contains conditions for processing personal data that can be represented using cco:Condition with cco:hasConditionExpression for each subparagraph and linked via cco:appliesUnder to a relevant Norm.,No
CQ205,Healthcare,"Article 50, paragraph 1 (a)","make technical recommendations to the Director-General regarding amendments to these Regulations""",What action must the Review Committee take regarding amendments to the IHR?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for the Review Committee (a role) to perform an action (making recommendations), which can be represented using CCO classes and properties.",Yes
CQ209,Healthcare,Article 47,"The Director-General shall periodically inform the States Parties... of the composition of the IHR Expert Roster""",What obligation does the Director-General have regarding informing States Parties of the IHR Expert Roster composition?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (Director-General), an action (inform), and an object (IHR Expert Roster composition), all mappable to CCO classes and properties.",Yes
CQ212,Healthcare,Article 54.3,"WHO shall periodically conduct studies to review and evaluate the functioning of Annex 2.""",Which regulation specifies an obligation for WHO to conduct periodic studies on Annex 2 of the IHR?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (WHO shall conduct studies) with a specified action (conduct studies) and object (Annex 2), which can be represented using CCO classes and properties.",Yes
CQ218,Healthcare,Article 56.3,"A State Party may at any time declare in writing to the Director-General that it accepts arbitration as compulsory...""",Which regulation specifies that a State Party may declare acceptance of compulsory arbitration in writing to the Director-General?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission for an agent (State Party) to perform an action (declare acceptance of arbitration) directed at a role (Director-General), which can be represented using the specified CCO elements.",Yes
CQ224,Healthcare,Article 59.1 bis,"The period... for rejection of, or reservation to, an amendment to these Regulations shall be 10 months from the date of the notification...""",Which regulation specifies that amendments to the IHR require a 10-month period for rejection or reservation?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a temporal condition for rejecting or reserving amendments, which can be represented using CCO's Regulation, Condition, and datatype properties for validity periods.",No
CQ234,Healthcare,Article 54.2,"it may request the advice of the Review Committee, through the Director-General.""",Which regulation specifies that the Health Assembly may request the advice of the Review Committee?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (may request) that can be represented using cco:Permission, with cco:hasAction for ""request advice"" and cco:appliesToRole for ""Health Assembly"" role, all specified by a cco:Regulation.",Yes
CQ240,Healthcare,"Article 62, paragraph 5","unless by the end of six months... a reservation has been objected to... it shall be deemed to be accepted""",What is the end date of applicability for a Norm that enters into force subject to a reservation?,cco:Norm,deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a conditional end date for a norm's applicability, which can be represented using cco:Norm's hasApplicabilityEnd property linked to a cco:Condition with the specified temporal trigger.",No
CQ245,Healthcare,"Article 64, paragraph 1","such acceptance shall become effective upon the date of entry into force... or... three months after receipt""",What is the duration within which a State not a Member of WHO can accept the Regulations after notification?,cco:Norm,deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a temporal condition for when acceptance becomes effective, which can be represented using CCO's Condition class with hasConditionExpression for the duration and appliesUnder property linking it to a Norm.",No
CQ248,Healthcare,"Article 63, paragraph 1","shall enter into force with regard to that State upon receipt by the Director-General of the notification""",What is the start date of applicability for a Norm after withdrawal of rejection?,"cco:Norm, cco:hasApplicabilityStart",deepseek-ai/DeepSeek-V3.1,Yes,"The clause specifies a deontic obligation with a clear temporal condition for applicability start, which can be represented using cco:Obligation (subclass of Norm) and its hasApplicabilityStart property linked to the event of notification receipt.",Yes
CQ253,Healthcare,Article 60,"Any State which becomes a Member of WHO... may communicate its rejection of, or any reservation to, these Regulations""",Which Resource is regulated by a Regulation that enters into force for new Member States?,"cco:Regulation, cco:Resource, cco:regulates",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a deontic norm (permission to communicate rejection or reservation) targeting a specific resource (these Regulations) under a condition (becoming a new Member State), which aligns with CCO's structure using Regulation, Resource, and regulates properties.",No
