cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score
CQ358,Education,231.5,"Main providers and employer-providers can use a subcontractor who is not on the published APAR where that subcontractor will only deliver apprenticeship training for the Level 6 Teacher apprenticeship standard...""",What permission exists for main providers and employer-providers to use subcontractors not on APAR for Level 6 Teacher apprenticeships under specific conditions?,"cco:Permission, cco:appliesToRole, cco:appliesUnder",,
CQ359,Education,232,"The provider must not enter into any agreement for brokerage.""",What obligation applies to providers regarding not entering into brokerage agreements for subcontractor sourcing?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ360,Education,231.4.2,"Subcontractors... cannot deliver full apprenticeship standards...""",What obligation applies to providers regarding ensuring subcontractors do not deliver full apprenticeship standards under the APAR exception?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ361,Education,231.4.2,"Subcontractors... must have a current UKPRN...""",What obligation applies to providers regarding ensuring subcontractors have a current UKPRN under the APAR exception?,"cco:Obligation, cco:appliesToRole, cco:hasAction",CQ360,0.83
CQ362,Education,234,"The provider must have robust procedures in place to ensure they do not inadvertently fund extremist organisations...""",What obligation applies to providers regarding the funding of extremist organisations through subcontracting?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ363,Education,228,"Where the provider is a main provider, they must agree the use of subcontractors with the employer.""",What obligation applies to main providers regarding agreement with employers on the use of subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ364,Education,229,"The provider must not use subcontractors if they do not have the knowledge, skills and experience...""",What obligation applies to providers regarding the use of subcontractors without sufficient knowledge or experience in managing them?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ365,Education,230,"The provider must not use a subcontractor that they assess as being unsuitable, or whose quality of delivery is demonstrably inadequate...""",What obligation applies to providers regarding the use of unsuitable or low-quality subcontractors even if requested by employers?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ366,Education,222,"The provider must directly deliver some of the apprenticeship training and /or on-programme assessment...""",What obligation applies to providers regarding the requirement to directly deliver some training or assessment for each employer?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ367,Education,225,"The provider must also have, before agreeing the use of subcontractors... a list of the services they will provide...""",What obligation applies to providers regarding the provision of a list of subcontracted services and cost determination before agreement?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ368,Education,241,"The provider must put in place a legally binding written subcontracting agreement with the subcontractor before the subcontractor starts delivery of any subcontracted provision.""",Which obligation specifies that the provider must put in place a legally binding written subcontracting agreement before the subcontractor starts delivery?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ369,Education,241.1,"An entitlement by the provider to exercise management controls over the subcontractor’s activity, including access by auditors appointed by either the provider or by us.""",What action is required of the provider regarding management controls over the subcontractor’s activity?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ370,Education,241.1,"An entitlement by the provider to exercise management controls over the subcontractor’s activity, including access by auditors appointed by either the provider or by us.""",What resource must the provider have access to under the subcontracting agreement according to clause 241.1?,"cco:Obligation, cco:appliesToRole, cco:hasObject",,
CQ371,Education,241.2,"A list of all services the provider’s organisation will provide to the subcontractor and the associated costs for doing so.""",What obligation requires the provider to list services and associated costs provided to the subcontractor?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ372,Education,241.2.1,"A list of individually itemised, specific costs that the provider will charge for managing the subcontractor and how these are reasonable and proportionate to the delivery of their subcontracted provision.""",What obligation requires the provider to itemise specific costs for managing the subcontractor and justify their reasonableness?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ373,Education,241.2.2,"Specific costs for quality monitoring activities and specific costs for any other support activities offered by the provider to the subcontractor and how these contribute to the delivery of high-quality learning.""",What obligation requires the provider to specify costs for quality monitoring activities and their contribution to high-quality learning?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ374,Education,241.2.3,"Reference to the provider’s subcontracting policy, including the rationale for subcontracting and where it can be found on their website.""",What obligation requires the provider to reference its subcontracting policy in the subcontract?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ375,Education,241.3,"A requirement to give us and any other person nominated in writing by them, access to the subcontractor’s premises and to all documents related to their subcontracted delivery.""",What obligation requires the provider to grant access to the subcontractor’s premises and documents to nominated persons?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ376,Education,241.4,"A requirement for the subcontractor to give the provider ILR data so that their organisation’s data returns to the department accurately reflect the subcontractor’s delivery information.""",What obligation requires the subcontractor to provide ILR data to the provider?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ377,Education,241.5,"A requirement for the subcontractor to give the provider sufficient evidence to allow the provider to assess their performance against Ofsted’s education inspection framework...""",What obligation requires the subcontractor to provide evidence for the provider’s self-assessment report under Ofsted’s framework?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ378,Education,241.6,"A requirement for the subcontractor to always have suitably qualified staff available to provide the education and training funded by us.""",What obligation requires the subcontractor to have suitably qualified staff for funded education and training?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ379,Education,241.7,"A requirement for the subcontractor to co-operate with the provider if the subcontract ends for any reason to make sure that there is continuity of learning.""",What obligation requires the subcontractor to cooperate with the provider to ensure continuity of learning if the subcontract ends?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ380,Education,241.8,"A requirement for the subcontractor to inform the provider if evidence of irregular financial or delivery issues arise.""",What obligation requires the subcontractor to inform the provider of irregular financial or delivery issues?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ381,Education,242,"The provider must make sure their subcontractors comply with the requirements set out in these funding rules...""",What obligation requires the provider to ensure subcontractors comply with funding rules?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ382,Education,242,"They must ensure that they include, in the subcontracting agreement, provisions that enable them to terminate the subcontract should their subcontractor be removed from APAR...""",What obligation requires the provider to include termination provisions in the subcontract if the subcontractor is removed from APAR?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ383,Education,244,"The provider has overall responsibility for the quality of apprenticeship training and on-programme assessment undertaken by their subcontractors.""",What obligation places overall responsibility for quality of apprenticeship training on the provider when delivered by subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ384,Education,245,"The provider must manage and monitor all of their subcontractors to ensure that high-quality delivery is taking place...""",What obligation requires the provider to manage and monitor subcontractors for high-quality delivery?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ385,Education,245,"The provider must ensure safeguarding is rigorously enforced.""",What obligation requires the provider to enforce safeguarding rigorously in subcontracted delivery?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ386,Education,245.1,"It is not acceptable for any provider staff with a direct or indirect financial interest in the subcontractor to undertake any management control activities.""",What prohibition applies to provider staff with a financial interest in a subcontractor regarding management control activities?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ387,Education,245.2,"The provider must carry out a regular and substantial programme of quality-assurance checks on the apprenticeship training and on-programme assessment provided by their subcontractors...""",What obligation requires the provider to carry out regular and substantial quality-assurance checks on subcontractor delivery?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ388,Education,245.2,"including visits at short notice and face-to-face interviews with staff and apprentices.""",What obligation requires the provider to conduct unannounced visits and face-to-face interviews as part of quality assurance?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ389,Education,245.2,"must involve direct observation of initial guidance, assessment and delivery of training and /or on-programme assessment.""","What obligation requires the provider to observe initial guidance, assessment, and training delivery during monitoring?","cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ390,Education,245.3,"The provider must report any instances to us where this is not the case.""",What obligation requires the provider to report inconsistencies between findings and funding rules to the department?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ391,Education,246,"The prevent duty applies to subcontracted provision. It requires all providers to have due regard to the need to prevent people from being drawn into terrorism.""",What obligation requires the provider to comply with the Prevent duty in subcontracted provision?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ392,Education,247,"The provider must make alternative delivery arrangements for each apprentice affected by this, in agreement with the relevant employer.""",What obligation requires the provider to make alternative delivery arrangements if a subcontractor undergoes a change of circumstances?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ393,Education,247,"The change of delivery arrangements must be recorded in the provider’s written agreement with the employer.""",What obligation requires the provider to record change of delivery arrangements in the written agreement with the employer?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ394,Education,248,"If the provider plans to pay subcontractors more than 25% of the apprenticeship funding... they must submit an exemption case to us...""",What obligation requires the provider to submit an exemption case if subcontracting exceeds 25% of funding?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ395,Education,248,"If there is a point in the funding year that planned provision changes and providers will exceed the 25% threshold within that year they must apply for an in-year exemption...""",What obligation requires the provider to submit an in-year exemption if planned provision changes and exceeds the 25% threshold?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ396,Education,248.1,"The provider must submit the exemption case... by 30 April of each academic year before the provision is due to start.""",What obligation requires the provider to submit the exemption case by 30 April each academic year?,"cco:Obligation, cco:hasAction",,
CQ397,Education,249,"The provider must record subcontracted provision in line with the published guidance for the individualised learner record (ILR) data returns.""",What obligation requires the provider to record subcontracted provision in ILR data returns?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ398,Education,250,"They must submit a fully completed subcontractor declaration twice during each academic year.""",What obligation requires the provider to submit a fully completed subcontractor declaration twice per academic year?,"cco:Obligation, cco:hasAction",,
CQ399,Education,250.1,"All subcontractors must be included on the returns, including those that are not required to be on APAR...""","What obligation requires the provider to include all subcontractors in the declaration, even those not on APAR?","cco:Obligation, cco:hasAction, cco:hasObject",,
CQ400,Education,250.2,"If a provider does not subcontract, they must provide a nil return to confirm this.""",What obligation requires the provider to submit a nil return if they do not subcontract?,"cco:Obligation, cco:hasAction",,
CQ401,Education,250.3,"The provider must also update their subcontractor declaration if their subcontracting arrangements change during the year.""",What obligation requires the provider to update the subcontractor declaration if arrangements change during the year?,"cco:Obligation, cco:hasAction",,
CQ402,Education,251,"They must meet the subcontracting standard as detailed in the subcontracting standard guidance if the aggregate total of all subcontractors... exceeds or is anticipated to exceed £100,000...""","What obligation requires the provider to meet the subcontracting standard if aggregate subcontracting exceeds £100,000?","cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ403,Education,251.1,"The provider must supply us with a report signed by an external auditor that provides assurance on the arrangements to manage and control their subcontractors.""",What obligation requires the provider to supply an external auditor’s report on subcontractor management arrangements?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ404,Education,251.1,"They must send a copy of the external auditor’s final report including the action plan of agreed recommendations and assurance declaration via the document exchange by 31 July...""",What obligation requires the provider to send the auditor’s final report and action plan by 31 July?,"cco:Obligation, cco:hasAction",,
CQ405,Education,252,"The provider is responsible for resolving issues and disputes between the employer and their subcontractors.""",What obligation requires the provider to resolve disputes between the employer and subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ406,Education,252,"They must provide employers and apprentices with their written complaints and dispute resolution procedure, policy and process.""",What obligation requires the provider to provide a written complaints and dispute resolution procedure to employers and apprentices?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ407,Education,252,"The first contact point for this must be included in the written agreement and in the training plan.""",What obligation requires the provider to include the first contact point for dispute resolution in the written agreement and training plan?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ408,Education,253,"Agreements entered into between the provider and the employer must be legally binding.""",What obligation requires agreements between provider and employer to be legally binding?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ409,Education,254,"The provider must make apprentices and their employers aware that they can contact the apprenticeship helpline regarding apprenticeship concerns, complaints and enquiries.""",What obligation requires the provider to make apprentices and employers aware of the apprenticeship helpline?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ410,Education,254,"The contact number and website must also be included in the employer’s written agreement and in the apprentice’s training plan.""",What obligation requires the provider to include the helpline contact details in the employer’s written agreement and apprentice’s training plan?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ411,Education,255,,What obligation requires the main provider to ensure employer-providers only deliver to their own or connected employees?,,,
CQ412,Education,Unnumbered text before 257.1,"one of a number of organisations making payments to any supporting provider that exceed £500,000, or £100,000 if the subcontractor is identified as new, in any one year.""","Which organisations are restricted from using subcontractors if their payments to supporting providers exceed £500,000 (or £100,000 for new subcontractors) in a year?","cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ413,Education,257.1,"We will exclude any supporting provider that has applied to the APAR through the supporting provider application route where they allow their funding to exceed their respective total in any one year.""",What action must be taken by a supporting provider whose funding exceeds their respective total in a year via the APAR application route?,"cco:Condition, cco:Prohibition, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ414,Education,258,"Where the employer is the subcontractor the provider must only pay them for actual costs of delivery.""",What obligation does a provider have when the employer is the subcontractor?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ415,Education,258,"Employers must not profit from apprenticeship delivery to their own employees or those of a connected company.""",Are employers allowed to profit from apprenticeship delivery to their own employees under subcontracting arrangements?,"cco:Condition, cco:Prohibition, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ416,Education,Evidence requirements (after 258),"Evidence that they are directly delivering some of the apprenticeship training and /or on-programme assessment...""",What evidence must a provider have to demonstrate direct delivery of apprenticeship training under subcontracting arrangements?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ417,Education,Evidence requirements (after 258),"Where the provider is a main provider they have also published this information...""",Must a main provider publish their subcontracting policy?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ418,Education,Evidence requirements (after 258),"Agreed any subcontracting requirement with the employer. They have then followed the rules on selecting a suitable subcontractor...""",What must a provider do before entering into a subcontracting arrangement with a subcontractor?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ419,Education,Evidence requirements (after 258),"Put in place a written agreement (a subcontract) with each subcontractor...""",What type of agreement must a provider have with each subcontractor?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ420,Education,Evidence requirements (after 258),"Put in place arrangements to monitor the apprenticeship training and on-programme assessment delivered by subcontractors...""",What must a provider do to monitor training delivered by subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ421,Education,Evidence requirements (after 258),"This organisation has a valid UKPRN, is not delivering a full apprenticeship standard and has confirmed that they will deliver less than the permitted value...""",What condition applies to subcontracting with an organisation not on the APAR?,"cco:Condition, cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression, cco:hasObject",,
CQ422,Education,Evidence requirements (after 258),"Where needed, applied for an exemption to the subcontracting threshold by the published deadline...""",When must an exemption to the subcontracting threshold be applied for?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ423,Education,Evidence requirements (after 258),"Met the relevant subcontracting reporting and external audit requirements including identifying all subcontractors and reporting them in the ILR...""",What reporting obligations do providers have regarding subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ424,Education,259,"In order to operate as a FJAA, an organisation must be on the Register of Flexi-Job Apprenticeship Agencies, comply with the FJAA Conditions of Registration...""",What must an organisation do to operate as a Flexi-Job Apprenticeship Agency (FJAA)?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ425,Education,260,"The main provider must report in their ILR that the apprentice is employed by a FJAA.""",What must a main provider report in the ILR regarding an apprentice employed by a FJAA?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ426,Education,261,"FJAAs must report in their apprenticeship service account that the apprentice is following the FJAA model...""",What must FJAAs report in their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ427,Education,261,"They must also inform the apprentice that they are on this delivery model.""",Must FJAAs inform apprentices about their delivery model?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ428,Education,262,"Where there is a gap between placements with host employers, FJAAs must continue to employ and pay the apprentice.""",What must FJAAs do during gaps between host employer placements?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ429,Education,262,"Where possible, main providers should continue to deliver active learning to the apprentice...""",What should main providers do during gaps in FJAA placements when active learning is possible?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ430,Education,262,"If this is not possible the apprentice must be put on a break in learning...""",What must happen if active learning is not possible during a FJAA placement gap?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ431,Education,263,"FJAAs who are on the Apprenticeship Provider and Assessment Register (APAR) as a registered provider, must act as an employer-provider when delivering training to their FJAA apprentices...""",What obligation do FJAAs on the APAR have when delivering training to their own apprentices?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ432,Education,Evidence requirements (after 263),"Main providers must hold documented details of the apprentice’s placement(s) – this includes the name of the host employer(s) and the duration of the placement(s).""",What evidence must main providers hold regarding FJAA apprentices’ placements?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ433,Education,264,"Prisoners serving a custodial sentence in England are eligible to undertake an apprenticeship under the alternative English apprenticeship rules...""",Are prisoners serving custodial sentences in England eligible for apprenticeships?,"cco:Condition, cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression",,
CQ434,Education,264.1,"Prisoner apprentices may undertake end-point assessment prior to release.""",Can prisoner apprentices undertake end-point assessment before release?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ435,Education,264.2,"Military prisoners, immigration detainees and prisoners on remand are ineligible for apprenticeships offered in prisons.""",Are military prisoners eligible for prison apprenticeships?,"cco:Condition, cco:Prohibition, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression",,
CQ436,Education,265,"Prisoner apprentices who are enrolled on an apprenticeship whilst on RoTL must be paid the appropriate minimum wage.""",What wage must be paid to prisoner apprentices on Release on Temporary License (RoTL)?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ437,Education,266,"If any circumstances change that affect any agreements, providers and employers must revise existing agreements or create new agreements.""",What must providers and employers do if circumstances affecting agreements change?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ438,Education,269.1,"Providers must inform us of the date at which training or assessment activity stopped through the ILR.""",Must providers inform the funding authority when training or assessment stops?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ439,Education,269.2,"Main providers must agree with the employer the cost of the training and, where applicable, the end-point assessment delivered to date.""",What must main providers do regarding costs when training stops?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ440,Education,271,"Providers must: 271.1. Offer IAG support... 271.2. Comply with their statutory duty to notify the relevant local authority...""",What must providers do when a 16–17-year-old apprentice is at risk of becoming NEET?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ441,Education,272,"When a change of circumstance results in over-payment of funds... providers must repay any over-payments.""",Must providers repay over-payments resulting from a change of circumstance?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ442,Education,273.1,"Where the apprentice does not re-start with a new employer after 12 weeks, the main provider must withdraw the apprentice...""",When must a provider record a break in learning after an apprenticeship agreement ends?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ443,Education,274,"The provider must use a break in learning where there is no plan for any off-the-job training active learning to take place within a 3 calendar month period.""",When must a provider use a break in learning for front-loaded or block release models?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ444,Education,274.1,"For all other delivery models the provider must use a break in learning where there is no plan for OTJT active learning to take place within a calendar month.""",When must a provider use a break in learning for other delivery models?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ445,Education,275.1,"The provider must not record a break in learning: For annual leave, public holidays and short-term absence...""",Must a provider avoid recording a break in learning for annual leave or public holidays?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ446,Education,275.2,"For those apprentices with a term-time only contract, where we do not require a break in learning for the month of August.""",Is a break in learning required for term-time only contracts during August?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,
CQ447,Education,276,"An apprentice may request to take a break in learning from their apprenticeship if they plan to return to the same programme at a later date.""",Can an apprentice request a break in learning to return to the same programme later?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,
CQ448,Education,277,"Where the apprentice takes a break in learning and then returns to the same apprenticeship, they will return to the same funding rules they were following prior to their break.""",What happens to funding rules when an apprentice returns from a break in learning?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,
CQ449,Education,278,"Providers must record breaks in learning on the ILR in a timely manner...""",Which obligation applies to providers regarding recording breaks in learning on the ILR?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,
CQ450,Education,277.2,"the provider must revise the training plan, to account for the duration of the break.""",What action must a provider take when an apprentice returns from a break in learning?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
CQ451,Education,278,"Employers may temporarily pause payments... until the provider’s ILR has been updated.""",Under what condition are payments from an employer’s apprenticeship service account paused?,"cco:Condition, cco:Norm, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",,
CQ452,Education,278.1,"We will stop making payments... if an apprentice has a break in learning.""",When does funding stop for an apprentice on a break in learning?,"cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",,
CQ453,Education,278.2,"the payment will be delayed until the apprentice resumes... and has reached an overall total of 90 or 365 days in learning.""",What condition delays an additional payment for an apprentice on a break in learning in a standard apprenticeship?,"cco:Condition, cco:Norm, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,
CQ454,Education,278.2.1,"the payment will be delayed until the apprentice resumes... and has reached an overall total of 90 or 242 days in learning.""",What condition delays an additional payment for an apprentice on a shorter apprenticeship or foundation apprenticeship?,"cco:Condition, cco:Norm, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,
CQ455,Education,278.3,"the payment will be delayed until the apprentice resumes... and has reached an overall total of 60, 120 or 300 days in learning.""",What condition delays a care leavers’ bursary payment for an apprentice on a standard apprenticeship?,"cco:Condition, cco:Norm, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,
CQ456,Education,278.3.1,"the payment will be delayed until the apprentice resumes... and has reached an overall total of 60, 120 or 242 days in learning.""",What condition delays a care leavers’ bursary payment for an apprentice on a shorter or foundation apprenticeship?,"cco:Condition, cco:Norm, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,
CQ457,Education,279,"Apprentices who meet the above definition may continue their apprenticeship training without being employed...""",What obligation applies to apprentices who are made redundant and have completed at least 75% of their practical period?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
CQ458,Education,279.1,"We will fund 100% of the remaining costs of the total price, up to the funding band maximum.""",What funding obligation applies when an apprentice is made redundant after completing at least 75% of their practical period?,"cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",,
CQ459,Education,281,"the provider can continue to deliver the apprenticeship training, where it can be successfully delivered.""",What obligation applies to providers when an apprentice is made redundant and has completed less than 75% of their practical period?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
CQ460,Education,281.1,"We will fund the remaining costs... for up to 12 weeks, while the apprentice seeks a new employer.""",What funding obligation applies when an apprentice is made redundant and has completed less than 75% of their practical period?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",,
CQ461,Education,"280.1, 282.1","Record the change in employment status in the ILR and ensure payments... stop.""",What obligation applies to providers regarding recording employment status change after redundancy?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,
CQ462,Education,280.2,"Support the apprentice through to the end of the apprenticeship, including any assessment.""",What obligation applies to providers to support apprentices through to the end of their apprenticeship after redundancy?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
CQ463,Education,"280.3, 282.2","Make reasonable efforts to find the apprentice a new employer.""",What obligation applies to providers to make reasonable efforts to find a new employer for a redundant apprentice?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
CQ464,Education,"280.3.1, 282.2.1","The main provider must negotiate a new price... with the new employer and input this on the ILR.""",What must a main provider do if a redundant apprentice finds a new employer?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
CQ465,Education,283,"the provider must record the apprentice as withdrawn (by reason of redundancy)...""",What happens if a new employer is not found within 12 weeks after redundancy?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",,
CQ466,Education,283.1,"issue the apprentice with a ‘record of apprenticeship part-completion’...""",What must a provider issue to an apprentice who is withdrawn due to redundancy?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,
CQ467,Education,284.2,"the provider is required to agree this in writing with the apprentice and the employer.""",Under what condition can an apprentice use KIT days for off-the-job training during maternity leave?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",,
CQ468,Education,285.1,"the provider is required to agree this in writing with the apprentice and the employer.""",Under what condition can an apprentice use KIT days for off-the-job training during adoption leave?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",,
CQ469,Education,286.1,"the provider is required to agree this in writing with the apprentice and the employer.""",Under what condition can an apprentice use SPLIT days for off-the-job training during shared parental leave?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",,
CQ470,Education,288,"This agreement must be signed by all parties... and must include...""",What must be included in the agreement for using KIT/SPLIT days for training?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,
CQ471,Education,288.4.1,"A break in learning must be used to pause funding if there is no plan for any active learning...""",What condition requires a break in learning to pause funding when no active learning is planned on KIT/SPLIT days?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",,
CQ472,Education,289,"only the off-the-job training that is delivered on the actual KIT / SPLIT day(s) can be included...""",What off-the-job training can be counted during maternity/adoption/shared parental leave?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,
CQ473,Education,"279.2, 281.2","the apprentice must wish to continue to train with an organisation that they no longer work for.""",What obligation applies to the provider when an employer-provider apprentice wishes to continue training post-redundancy?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",,
CQ474,Education,295,"The provider must ensure that this is agreed by them, the apprentice and their employer.""","Which regulation specifies an obligation for providers to ensure agreement between the apprentice, employer, and provider before moving to a new version of a standard?","cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,
