cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason
CQ394,Data Protection,Article 40(5),"The supervisory authority shall provide an opinion on whether the draft code, amendment or extension complies with this Regulation...""",What obligation requires the supervisory authority to provide an opinion on whether a draft code of conduct complies with the Regulation?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified action (""provide an opinion"") and object (""draft code, amendment or extension""), which can be represented using CCO classes and properties."
CQ395,Data Protection,Article 40(6),"Where the draft code... is approved... and where the code of conduct concerned does not relate to processing activities in several Member States, the supervisory authority shall register and publish the code.""","Which obligation requires the supervisory authority to register and publish a code of conduct after approval, if it does not relate to multiple Member States?","cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a condition and an action, which can be represented using CCO classes and properties such as Obligation, Condition, appliesUnder, hasAction, and hasObject."
CQ396,Data Protection,Article 40(7),"Where a draft code of conduct relates to processing activities in several Member States... submit it in the procedure referred to in Article 63 to the Board...""",What obligation requires the supervisory authority to submit a draft code of conduct to the Board when it relates to processing in several Member States?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a condition and can be represented using CCO classes and properties, including Obligation, Condition, appliesUnder, and hasAction."
CQ397,Data Protection,Article 40(7),"the Board shall provide an opinion on whether the draft code, amendment or extension complies with this Regulation...""",Which obligation requires the Board to provide an opinion on a draft code of conduct that relates to multiple Member States?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an agent, action, and object, which can be represented using CCO classes and properties."
CQ398,Data Protection,Article 40(8),"Where the opinion referred to in paragraph 7 confirms that the draft code... complies with this Regulation... the Board shall submit its opinion to the Commission.""",What obligation requires the Board to submit its opinion on a draft code of conduct to the Commission?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a condition and can be represented using CCO classes and properties, including Obligation, Condition, appliesUnder, hasAction, and hasObject."
CQ399,Data Protection,Article 40(9),"The Commission may, by way of implementing acts, decide that the approved code of conduct... have general validity within the Union.""",Which obligation requires the Commission to decide on the general validity of an approved code of conduct within the Union?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for the Commission to decide on the general validity of an approved code of conduct, which can be represented using the specified CCO elements including Obligation, hasAction, and hasObject."
CQ400,Data Protection,Article 40(10),"The Commission shall ensure appropriate publicity for the approved codes which have been decided as having general validity...""",What obligation requires the Commission to ensure appropriate publicity for codes of conduct with general validity?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (Commission), an action (ensure appropriate publicity), and an object (approved codes with general validity), all representable using CCO classes and properties."
CQ401,Data Protection,Article 40(11),"The Board shall collate all approved codes of conduct, amendments and extensions in a register and shall make them publicly available...""",Which obligation requires the Board to collate and make publicly available all approved codes of conduct?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a clear action (""collate and make publicly available"") and object (""approved codes of conduct""), which can be represented using CCO classes and properties."
CQ402,Data Protection,Article 41(1),"the monitoring of compliance with a code of conduct... may be carried out by a body... accredited for that purpose by the competent supervisory authority.""",What obligation requires a monitoring body to be accredited by the supervisory authority to monitor compliance with a code of conduct?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes an obligation for a monitoring body to be accredited by a supervisory authority, which can be represented using CCO classes and properties, including Obligation, Agent (for the body and authority), Action, and Condition."
CQ403,Data Protection,Article 41(2)(a),"demonstrated its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority""",Which obligation requires a monitoring body to demonstrate independence and expertise to the supervisory authority for accreditation?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an explicit action (""demonstrate independence and expertise"") and applicable roles/agents, which can be represented using CCO classes and properties."
CQ404,Data Protection,Article 41(2)(b),"established procedures which allow it to assess the eligibility of controllers and processors concerned to apply the code...""",What obligation requires a monitoring body to establish procedures to assess eligibility of controllers and processors to apply a code of conduct?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes an obligation for a monitoring body to perform an action (establish procedures) on a resource (code of conduct eligibility assessment), which can be fully represented using CCO classes and properties."
CQ405,Data Protection,Article 41(2)(c),"established procedures and structures to handle complaints about infringements of the code... and to make those procedures and structures transparent to data subjects and the public""",Which obligation requires a monitoring body to establish complaint-handling procedures and make them transparent to data subjects?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for a monitoring body (Agent with Role) to perform specific actions (establish procedures and make them transparent) on resources (procedures/structures), which can be fully represented using CCO classes and properties."
CQ406,Data Protection,Article 41(2)(d),"demonstrated to the satisfaction of the competent supervisory authority that its tasks and duties do not result in a conflict of interests""",What obligation requires a monitoring body to demonstrate that its duties do not result in a conflict of interests?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for a monitoring body (Agent/Role) to demonstrate (Action) regarding conflict of interests (Resource/Condition), which can be structurally represented using CCO classes and properties."
CQ407,Data Protection,Article 41(3),"The competent supervisory authority shall submit the draft criteria for accreditation... to the Board pursuant to the consistency mechanism referred to in Article 63.""",Which obligation requires the supervisory authority to submit draft accreditation criteria to the Board via the consistency mechanism?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""submit draft criteria"") and an object (""draft criteria""), which can be represented using the specified CCO elements."
CQ408,Data Protection,Article 41(4),"a body as referred to in paragraph 1... shall, subject to appropriate safeguards, take appropriate action in cases of infringement... including suspension or exclusion...""",What obligation allows a monitoring body to suspend or exclude a controller or processor from a code of conduct in case of infringement?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action, condition, and object, all mappable to CCO classes and properties using generic coverage rules."
CQ409,Data Protection,Article 41(4),"It shall inform the competent supervisory""",Which obligation requires a monitoring body to inform the supervisory authority about infringements of a code of conduct?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for a monitoring body (Agent with Role) to perform an action (inform) regarding a specific object (infringements), which can be represented using CCO classes and properties."
CQ410,Data Protection,Article 43(7),"The competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body [...] where the conditions for the accreditation are not, or are no longer, met""",Which regulation specifies an obligation for supervisory authorities to revoke the accreditation of a certification body if conditions for accreditation are no longer met?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action, a role, and a condition, all of which can be represented using the provided CCO classes and properties."
CQ411,Data Protection,Article 43(1),"certification bodies [...] issue and renew certification""",What action is required of a certification body when issuing or renewing certification under Article 43?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for certification bodies (a role) to perform the action of issuing and renewing certification, which can be represented using CCO classes and properties."
CQ412,Data Protection,Article 43(1),"certification bodies which have an appropriate level of expertise [...] issue and renew certification""",Which role is responsible for issuing data protection certifications under Article 43?,"cco:Agent, cco:Obligation, cco:Role, cco:appliesToRole, cco:holdsRole",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text specifies an obligation for certification bodies (a role) to issue and renew certifications, which can be represented using CCO classes and properties."
CQ413,Data Protection,Article 43(2),"certification bodies referred to in paragraph 1 shall be accredited [...] only where they have demonstrated their independence and expertise""",What condition must be satisfied for a certification body to be accredited under Article 43(2)?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a condition (""only where they have demonstrated their independence and expertise"") tied to a norm (accreditation requirement), which can be represented using CCO's Condition class with hasConditionExpression and appliesUnder properties."
CQ414,Data Protection,Article 43(4),"The accreditation shall be issued for a maximum period of five years and may be renewed""",For how long can accreditation of a certification body be issued under Article 43(4)?,"cco:Norm, cco:Regulation, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a deontic statement (obligation with a temporal constraint) that can be represented using CCO classes and properties, including Norm, Regulation, and their temporal datatype properties."
CQ415,Data Protection,Article 42(6),"The controller or processor [...] shall provide the certification body [...] with all information and access to its processing activities""",What action must a controller or processor perform when submitting to a certification mechanism under Article 42(6)?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role, action, and object, all representable using CCO classes and properties."
CQ416,Data Protection,Article 42(6),"provide [...] all information and access to its processing activities which are necessary to conduct the certification procedure""",Which resource must be made accessible by the controller or processor during the certification process under Article 42(6)?,"cco:Norm, cco:Regulation, cco:Resource, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (subclass of Norm) with an explicit action and object (Resource), which can be represented using CCO properties like hasAction and hasObject, and it applies to roles (controller or processor) covered by CCO's generic Role class."
CQ417,Data Protection,Article 42(7),"Certification shall be issued to a controller or processor for a maximum period of three years and may be renewed""",What is the maximum duration for which a certification can be issued under Article 42(7)?,"cco:Norm, cco:Regulation, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a clear obligation with a temporal constraint and applicable roles, which can be represented using CCO classes and properties."
CQ418,Data Protection,Article 42(7),"Certification shall be withdrawn [...] where the requirements for the certification are not or are no longer met""",Under what condition is certification to be withdrawn under Article 42(7)?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a deontic statement (withdrawal as an obligation under a condition) and its structure can be represented using CCO's Norm, Condition, appliesUnder, and hasConditionExpression properties."
CQ419,Data Protection,Article 42(5),"A certification pursuant to this Article shall be issued by the certification bodies referred to in Article 43 or by the competent supervisory authority""",Which agent is authorized to issue certification under Article 42(5)?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission for specific agents (certification bodies or supervisory authorities) to issue certification, which can be represented using CCO classes and properties, including appliesToRole and hasAction."
CQ420,Data Protection,Article 42(5),"A certification pursuant to this Article shall be issued by the certification bodies referred to in Article 43 or by the competent supervisory authority""",What role must an agent hold to be eligible to issue certification under Article 42(5)?,"cco:Permission, cco:Regulation, cco:Role, cco:appliesToRole, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission for specific roles to issue certification, which can be represented using CCO's Permission, Role, and appliesToRole properties."
CQ421,Data Protection,Article 41(6),"This Article shall not apply to processing carried out by public authorities and bodies""",Which regulation specifies a prohibition on applying Article 41 to processing by public authorities?,"cco:Prohibition, cco:Regulation, cco:appliesToRole, cco:appliesUnder, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition (not applying Article 41) that can be represented using CCO's Prohibition class, with public authorities mapped to a Role and processing as an Action, while the exception structure aligns with CCO's Exception class modifying the norm."
CQ422,Data Protection,Article 41(6),"This Article shall not apply to processing carried out by public authorities and bodies""",What action is prohibited under Article 41(6) regarding public authorities?,"cco:Prohibition, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a prohibition by excluding certain agents from a norm's applicability, which can be represented using CCO's Prohibition class, appliesToRole property, and generic Agent/Role coverage."
CQ423,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available""",Which regulation specifies an obligation for the Board to collate certification mechanisms in a register?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and agent, which can be represented using CCO classes and properties, including Obligation, hasAction, and applies to role for the Board."
CQ424,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available""",What action must the Board perform regarding certification mechanisms under Article 43(6)?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified action (""collate"" and ""make publicly available"") and object (""certification mechanisms and data protection seals""), which can be represented using CCO classes and properties."
CQ425,Data Protection,Article 43(6),"The Board shall collate all certification mechanisms and data protection seals in a register""",Which resource is created by the Board under Article 43(6)?,"cco:Norm, cco:Regulation, cco:Resource, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for the Board (Agent) to create a register (Resource), which can be represented using the specified CCO classes and properties."
CQ426,Data Protection,Article 45(3),"The implementing act shall provide for a mechanism for a periodic review, at least every four years""",What is the validity period for a decision on adequacy adopted by the Commission under Article 45(3)?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,The clause establishes a temporal condition for periodic review that can be represented using CCO's datatype properties for validity periods and conditions.
CQ427,Data Protection,Article 43(9),"The Commission may adopt implementing acts laying down technical standards for certification mechanisms and data protection seals and marks""",Which agent is empowered to adopt implementing acts for technical standards on certification under Article 43(9)?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (Commission may adopt) with an explicit agent, role, and action, all representable using CCO's generic classes and properties."
CQ428,Data Protection,Article 45(5),"repeal, amend or suspend the decision referred to in paragraph 3 of this Article by means of implementing acts""",What action can the Commission take under Article 45(5) if a third country no longer ensures an adequate level of protection?,"cco:Permission, cco:Regulation, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission for an agent (Commission) to perform specific actions (repeal, amend, suspend) under a condition (third country no longer ensures adequate protection), which can be represented using CCO classes and properties."
CQ429,Data Protection,Article 45(5),"On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts""",Under what condition can the Commission immediately adopt implementing acts under Article 45(5)?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a deontic statement (obligation) with an explicit condition, which can be represented using CCO's Norm, Condition, and their properties."
CQ430,Data Protection,Article 45(8),"The Commission shall publish in the Official Journal of the European Union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.""",Which regulation specifies an obligation for the Commission to publish a list of third countries with an adequate level of data protection?,"cco:Obligation, cco:Regulation, cco:Resource, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (Commission), an action (publish), and an object (list), all representable using CCO classes and properties."
CQ431,Data Protection,Article 45(8),"The Commission shall publish in the Official Journal of the European Union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.""",What action is required of the Commission when it decides that a third country no longer ensures an adequate level of data protection?,"cco:Obligation, cco:Resource, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for the Commission (Agent) to perform an action (publish a list, which is a Resource) using the specified properties and classes."
CQ432,Data Protection,Article 46(1),"In the absence of a decision pursuant to Article 45(3), a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards...""",Which regulation includes a norm that allows data transfers to a third country only if appropriate safeguards are provided?,"cco:Condition, cco:Permission, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission with a condition, which can be represented using CCO's Permission class, appliesUnder property, and Condition class with hasConditionExpression for the safeguard requirement."
CQ433,Data Protection,Article 46(1),"a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.""",What condition must be satisfied for a permission to transfer personal data to a third country under Article 46(1)?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission with explicit conditions that can be represented using cco:Permission, cco:appliesUnder, and cco:hasConditionExpression as specified in the CCO."
CQ434,Data Protection,Article 46(2)(b),"binding corporate rules in accordance with Article 47""",Which regulation specifies a norm that permits data transfers based on binding corporate rules?,"cco:Condition, cco:Permission, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text can be represented using CCO by mapping ""binding corporate rules"" to a Condition with a hasConditionExpression, linked via appliesUnder to a Permission norm specified by a Regulation."
CQ435,Data Protection,Article 46(2),"The appropriate safeguards referred to in paragraph 1 may be provided for, without requiring any specific authorisation from a supervisory authority, by: (a) a legally binding and enforceable instrument between public authorities or bodies...""",What type of legal instrument can provide appropriate safeguards for data transfers without requiring authorisation from a supervisory authority?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission for providing safeguards under specific conditions, which can be represented using CCO's Permission, Condition, and appliesUnder properties."
CQ436,Data Protection,Article 46(3),"Subject to the authorisation from the competent supervisory authority, the appropriate safeguards referred to in paragraph 1 may also be provided for, in particular, by: (a) contractual clauses between the controller or processor and the controller, processor or the recipient...""",Under what condition can contractual clauses between controllers or processors serve as appropriate safeguards for data transfers?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (appropriate safeguards may be provided) with an explicit condition (authorization from the competent supervisory authority), which can be represented using cco:Permission, cco:Condition, and cco:appliesUnder."
CQ437,Data Protection,Article 46(4),"The supervisory authority shall apply the consistency mechanism referred to in Article 63 in the cases referred to in paragraph 3 of this Article.""",Which regulation specifies an obligation for the supervisory authority to apply the consistency mechanism in cases involving authorisation of appropriate safeguards?,"cco:Obligation, cco:Regulation, cco:Role, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (supervisory authority) and action (apply consistency mechanism), which can be represented using CCO classes and properties."
CQ438,Data Protection,Article 47(1),"The competent supervisory authority shall approve binding corporate rules in accordance with the consistency mechanism set out in Article 63...""",What role is required to approve binding corporate rules under Article 47(1)?,"cco:Obligation, cco:Role, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for a specific role (supervisory authority) to perform an action (approve binding corporate rules), which can be represented using CCO classes and properties."
CQ439,Data Protection,Article 47(1)(a),"are legally binding and apply to and are enforced by every member concerned of the group of undertakings, or group of enterprises engaged in a joint economic activity, including their employees""",Which regulation specifies an obligation that binding corporate rules must be legally binding and enforced across all members of a group of undertakings?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a condition that can be represented using CCO's Obligation, Condition, and appliesUnder properties, along with generic classes for roles and resources."
CQ440,Data Protection,Article 47(1)(b),"expressly confer enforceable rights on data subjects with regard to the processing of their personal data""",What rights must binding corporate rules expressly confer on data subjects?,"cco:Obligation, cco:Resource, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for binding corporate rules to confer rights (Action) on data subjects (Role) regarding personal data (Resource), which can be represented using CCO classes and properties."
CQ441,Data Protection,Article 48,"Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable... if based on an international agreement...""",Which regulation specifies a prohibition on recognising foreign judgments that require data disclosure not based on an international agreement?,"cco:Condition, cco:Prohibition, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition with a condition that can be represented using CCO's Prohibition, Condition, appliesUnder, and hasConditionExpression properties, along with Regulation and specifiesNorm for the regulatory context."
CQ442,Data Protection,Article 49(1)(a),"the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers...""",Under what condition is a transfer of personal data permitted based on explicit consent of the data subject?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes a permission with an explicit condition that can be represented using cco:Permission, cco:appliesUnder, and cco:hasConditionExpression."
CQ443,Data Protection,Article 49(1)(b),"the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject's request""",When is a data transfer allowed under Article 49(1)(b)?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission with a specific condition that can be represented using cco:Permission, cco:appliesUnder, and cco:hasConditionExpression with generic classes covering the actors and actions involved."
CQ444,Data Protection,Article 49(2),"A transfer pursuant to point (g) of the first subparagraph of paragraph 1 shall not involve the entirety of the personal data or entire categories of the personal data contained in the register.""",Can a transfer be made under Article 49(1)(g) if it involves the entirety of personal data in a public register?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a prohibition with a condition, which can be represented using CCO's Prohibition class, appliesUnder property linking to a Condition with hasConditionExpression for the data scope restriction."
CQ445,Data Protection,Article 49(3),"Points (a), (b) and (c) of the first subparagraph of paragraph 1 and the second subparagraph thereof shall not apply to activities carried out by public authorities in the exercise of their public powers.""","Which regulation specifies that derogations under Article 49(1)(a), (b), and (c) do not apply to public authorities acting in their public powers?","cco:Condition, cco:Prohibition, cco:Regulation, cco:Role, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a prohibition (not applying certain derogations) that can be represented using CCO's Prohibition class, appliesToRole for public authorities, appliesUnder with Condition for the exercise of public powers, and specifiesNorm linked to the Regulation."
CQ446,Data Protection,Article 49(4),"The public interest referred to in point (d) of the first subparagraph of paragraph 1 shall be recognised in Union law or in the law of the Member State to which the controller is subject.""",What is the source of the public interest that justifies a data transfer under Article 49(1)(d)?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,The clause establishes a condition for a permission (data transfer justification) that can be represented using CCO's Condition class with hasConditionExpression for the legal source requirement.
CQ447,Data Protection,Article 49(5),"Union or Member State law may, for important reasons of public interest, expressly set limits to the transfer of specific categories of personal data to a third country or an international organisation.""",Can Member State law restrict transfers of special categories of personal data for important reasons of public interest?,"cco:Condition, cco:Prohibition, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission for Member States to impose prohibitions under specific conditions, which can be fully represented using the provided CCO classes and properties, including Prohibition, Condition, and appliesUnder."
CQ448,Data Protection,Article 49(1) second paragraph,"the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller...""",Under what conditions can a transfer occur based on compelling legitimate interests when no other basis applies?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes conditions for a permission, which can be represented using CCO's Permission class, appliesUnder property, and Condition class with hasConditionExpression for the specific text."
CQ449,Data Protection,Article 49(1) second paragraph,"the controller has assessed all the circumstances surrounding the data transfer and has on the basis of that assessment provided suitable safeguards... The controller shall inform the supervisory authority of the transfer.""",What must the controller do before transferring data based on compelling legitimate interests under Article 49?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and a condition, which can be represented using CCO classes and properties as specified."
CQ450,Data Protection,"Article 30, paragraph referenced in text","processor shall document the assessment as well as the suitable safeguards [...] in the records referred to in Article 30.""",Which obligation applies to a processor regarding documentation of the assessment and safeguards in Article 30 records?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""document"") and an object (""assessment"" and ""safeguards""), which can be represented using CCO's Obligation, hasAction, and hasObject properties, and it applies to a role (""processor"") using appliesToRole."
CQ451,Data Protection,"Article 30, paragraph referenced in text","processor shall document the assessment as well as the suitable safeguards referred to in the second subparagraph of paragraph 1 of this Article in the records referred to in Article 30.""",What action must a processor take regarding the documentation of safeguards under this Regulation?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for a processor (Agent) to perform an action (document) on a specific resource (assessment and safeguards), which can be represented using the provided CCO classes and properties."
CQ452,Data Protection,"Article 30, paragraph referenced in text","processor shall document the assessment as well as the suitable safeguards referred to in the second subparagraph of paragraph 1 of this Article in the records referred to in Article 30.""",Which role is required to document the assessment and safeguards in the records under Article 30?,"cco:Obligation, cco:appliesToRole",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation that can be represented using CCO's Obligation class, appliesToRole property for the ""processor"" role, and hasAction for the documentation requirement, with the resource referenced via hasObject."
CQ453,Data Protection,"Article 30, paragraph referenced in text","processor shall document the assessment as well as the suitable safeguards referred to in the second subparagraph of paragraph 1 of this Article in the records referred to in Article 30.""",What resource is involved in the obligation for processors to document assessments and safeguards?,"cco:Obligation, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for processors (Agent/Role) to document (Action) assessments and safeguards (Resource), which can be represented using CCO classes and properties."
